,telecommuting,has_company_logo,has_questions,fraudulent,text_len
296,0,1,1,0,1113
297,0,1,1,0,2567
298,0,1,0,0,2203
299,0,1,0,0,2246
300,0,1,0,0,2576
301,0,1,0,0,1413
302,0,1,0,0,1234
303,0,0,0,0,912
304,0,1,0,0,3076
305,0,1,1,0,595
306,0,1,0,0,3255
307,0,1,1,0,1703
308,0,1,0,0,719
309,0,1,1,0,592
310,0,1,0,0,3153
311,0,1,0,0,2049
312,0,1,0,0,634
313,0,1,1,0,595
314,0,1,0,0,3821
315,0,1,1,0,6340
316,0,1,1,0,4722
317,0,1,1,0,2710
318,0,1,1,0,4029
319,0,1,0,0,2686
320,0,1,0,0,2887
321,0,1,0,0,1756
322,0,1,0,0,2441
323,0,1,0,0,2005
324,0,1,0,0,3330
325,0,1,0,0,1851
326,0,1,1,0,592
327,0,1,1,0,2458
328,0,1,1,0,595
329,0,1,1,0,3551
330,0,1,0,0,581
331,0,1,0,0,2243
332,1,1,1,0,1325
333,0,1,0,0,1139
334,0,1,0,0,2558
335,0,1,0,0,1641
336,0,1,0,0,1662
337,0,1,0,0,1790
338,0,1,1,0,512
339,0,1,0,0,1988
340,0,1,1,0,4068
341,0,1,1,0,1602
342,0,1,0,0,2822
343,0,1,0,0,2074
344,0,1,0,0,581
345,0,1,0,0,695
346,0,0,1,0,1690
347,0,1,1,0,594
348,0,1,0,0,1114
349,0,1,0,0,1874
350,0,1,0,0,5309
351,0,1,1,0,904
352,0,0,1,0,1436
353,0,1,0,0,4169
354,0,0,0,0,220
355,0,1,1,0,3151
356,0,1,0,0,2594
357,0,0,0,1,367
358,0,1,0,0,2304
359,0,1,0,0,1841
360,1,0,0,0,1762
361,0,1,1,0,4493
362,0,1,1,0,3113
363,0,1,1,0,3632
364,0,1,1,0,702
365,0,1,1,0,589
366,1,1,1,0,2490
367,0,1,1,0,1154
368,0,0,0,0,368
369,0,1,1,0,2794
370,0,0,1,0,1752
371,0,1,1,0,4331
372,0,1,1,0,3160
373,0,0,0,0,2401
374,0,0,0,0,3877
375,0,1,0,0,2734
376,0,0,0,0,2489
377,0,1,1,0,2600
378,0,0,1,0,1747
379,0,1,1,0,1729
380,0,0,0,0,1091
381,0,1,1,0,1978
382,0,0,0,0,1100
383,0,1,1,0,325
384,0,0,0,0,696
385,0,0,1,0,1816
386,0,1,1,0,591
387,0,1,1,0,1386
388,0,1,1,0,3464
389,0,0,0,0,1061
390,0,1,1,0,2203
391,0,1,0,0,2018
392,0,1,0,0,2149
393,0,1,0,0,2631
394,0,1,1,0,2560
395,0,0,0,0,1251
396,0,1,0,0,1375
397,1,1,1,0,2035
398,0,1,0,0,2854
399,0,1,0,0,2356
400,0,1,0,0,1626
401,0,1,0,0,1446
403,0,1,1,0,1743
404,0,1,1,0,403
405,0,1,0,0,2889
406,0,1,0,0,1624
407,0,1,0,0,553
408,0,1,0,0,3548
409,0,1,0,0,1947
410,0,1,1,0,2218
411,0,1,0,0,996
412,0,0,0,0,2084
413,0,1,1,0,1200
414,0,1,0,0,1940
415,0,1,1,0,615
416,0,1,0,0,2162
417,0,1,1,0,873
418,0,1,0,0,1988
419,0,1,1,0,2284
420,0,1,0,0,2631
421,0,1,1,0,594
422,0,1,0,0,2176
423,1,1,0,0,2374
424,0,0,0,0,745
425,0,1,0,0,2581
426,0,1,0,0,2493
427,0,1,1,0,1163
428,0,1,1,0,1527
429,0,1,0,0,1614
430,0,1,1,0,3782
431,0,0,0,0,1702
432,0,1,0,0,2008
433,0,0,0,0,480
434,0,1,1,0,1469
435,0,0,0,0,161
436,0,1,1,0,599
437,0,1,1,0,595
438,0,1,0,0,2094
439,0,1,1,0,2184
440,0,1,0,0,1461
441,0,0,0,0,764
442,0,1,0,0,1460
443,0,1,0,0,1508
444,0,1,1,0,595
445,0,1,0,0,2284
446,0,1,0,0,1721
447,0,1,0,0,2329
448,0,1,0,0,910
449,0,1,0,0,2767
450,0,1,0,0,3876
451,0,1,0,0,990
452,0,1,1,0,4215
453,0,1,0,0,2798
454,0,1,0,0,2124
455,0,1,0,0,2226
456,0,1,0,0,1552
457,0,1,1,0,1385
458,0,1,0,0,1710
459,0,1,1,0,1495
460,0,1,1,0,2350
461,0,0,1,0,2036
462,0,1,1,0,594
463,0,1,1,0,939
464,0,1,1,0,2763
465,0,1,1,0,1429
466,0,1,0,0,2056
467,0,1,1,0,2302
468,0,0,0,0,1821
469,0,1,1,0,1373
470,0,1,0,0,2759
471,0,0,0,0,2800
472,0,0,0,0,446
473,0,1,1,0,599
474,0,0,0,0,284
475,0,1,1,0,1366
476,0,1,0,0,2101
477,0,1,0,0,3318
478,0,1,0,0,1848
479,0,1,0,0,2230
480,0,1,0,0,1834
481,0,1,1,0,3734
482,0,1,1,0,2166
483,0,1,0,0,1745
484,0,1,0,0,1411
485,0,1,0,0,1958
486,0,1,0,0,382
487,0,1,0,0,2293
488,0,0,0,0,3507
489,0,1,1,0,1321
490,0,1,1,0,2243
491,0,1,1,0,2078
492,0,1,1,0,6178
493,0,0,0,1,570
494,0,0,0,0,1135
496,0,1,0,0,2257
497,0,1,1,0,2009
498,0,1,0,0,3089
499,0,1,0,0,1783
500,0,1,0,0,220
501,0,1,0,0,2170
502,0,0,0,0,563
503,0,1,1,0,595
504,0,1,0,0,2814
505,0,1,1,0,1500
506,0,1,0,0,557
507,0,1,0,0,2256
508,0,1,1,0,594
509,0,1,0,0,2488
510,0,0,0,0,1306
511,0,1,0,0,3067
512,0,1,1,0,590
513,0,0,1,0,900
514,0,1,0,0,1232
515,0,1,1,0,2368
516,0,1,0,0,3106
517,0,1,0,0,2005
518,0,0,0,0,187
519,0,1,1,0,1335
520,0,1,0,0,2099
521,0,1,0,0,568
522,0,1,0,0,1354
523,0,1,0,0,1008
524,0,1,1,0,1738
525,1,0,0,0,3124
526,0,1,1,0,1228
527,0,1,1,0,2054
528,0,1,0,0,3251
529,0,1,1,0,2918
530,0,1,0,0,1154
531,0,1,1,0,536
532,0,1,1,0,2914
533,0,1,1,0,3741
534,0,1,1,0,592
535,0,1,1,0,682
536,0,0,1,0,1893
537,0,0,0,1,1839
538,1,1,0,0,2509
539,0,1,1,0,3316
540,0,0,0,0,552
541,0,1,1,0,3574
542,0,1,1,0,2293
543,0,1,0,0,556
544,0,1,1,0,1864
545,0,1,1,0,507
546,0,1,0,0,2404
547,0,1,1,0,1927
548,0,1,1,0,2084
549,0,0,1,0,246
550,0,0,0,0,2207
551,0,1,1,0,595
552,0,1,0,0,3024
553,0,1,0,0,225
554,0,1,1,0,2851
555,0,1,1,0,508
556,0,1,1,0,618
557,0,1,1,0,659
558,0,0,0,0,321
559,0,1,1,0,2146
560,0,1,1,0,1797
561,0,1,0,0,2365
562,0,0,0,0,663
563,0,1,1,0,5540
564,0,1,0,0,1638
565,0,1,0,0,2387
566,0,1,1,0,2513
567,0,1,0,0,2675
568,0,1,1,0,590
569,0,1,1,0,592
570,0,1,1,0,2498
571,0,1,0,0,3472
572,0,0,0,0,6946
573,0,1,1,1,5167
574,0,1,1,0,2529
575,0,1,1,0,506
576,0,1,1,0,592
577,0,1,1,0,1839
578,0,0,0,0,3480
579,0,1,0,0,2703
580,0,1,0,0,2170
581,1,0,1,0,1869
582,0,1,0,0,2240
583,0,1,1,0,3020
584,0,0,0,1,2001
585,0,1,1,0,2278
586,0,0,1,0,1963
587,0,1,1,0,591
588,0,1,1,0,2670
589,0,1,1,0,2273
590,0,1,1,0,3561
591,0,1,1,0,414
592,0,1,1,0,593
593,0,1,1,0,592
594,0,1,0,0,1945
595,0,1,0,0,1781
596,0,1,1,0,590
597,0,1,1,0,1646
598,0,1,0,0,2461
599,0,1,0,0,2898
600,0,1,1,0,2539
601,0,1,0,0,2359
602,0,1,0,0,2742
603,0,1,0,1,2553
604,0,1,0,0,3663
605,0,1,1,0,2060
606,0,1,1,1,2434
607,0,1,0,0,2511
608,0,1,1,0,1511
609,0,1,0,0,2218
610,0,1,1,0,2324
611,0,1,1,0,1177
612,0,1,1,0,2296
613,0,1,0,0,2913
614,0,1,0,0,2582
615,0,1,1,0,2013
616,0,1,0,0,2254
617,0,1,1,0,1195
618,0,1,1,0,587
619,0,1,0,0,2172
620,0,0,0,0,700
621,0,0,0,0,875
622,0,1,1,0,591
623,0,1,0,0,3333
624,0,1,0,0,2748
625,1,0,0,0,2142
626,0,1,0,0,2680
627,0,1,1,0,1098
628,0,1,1,1,2399
629,0,1,0,0,3635
630,0,1,1,0,3467
631,0,0,0,0,1016
632,0,1,0,0,2441
633,0,1,1,0,983
634,0,1,1,0,3256
635,0,1,1,0,1161
636,0,1,1,0,2087
637,0,1,1,0,1772
638,0,1,1,0,1507
639,0,1,0,0,3055
640,0,0,0,0,1838
641,0,1,0,0,1652
642,0,1,1,0,1451
643,0,0,0,0,808
644,0,1,0,0,2531
645,0,1,0,0,2367
646,0,1,0,0,1892
647,0,1,0,0,1383
648,0,1,1,0,2359
649,0,1,1,0,592
650,0,1,1,0,2593
651,0,1,0,0,1866
652,0,1,1,0,614
653,0,1,0,0,2490
654,0,1,0,0,2466
655,0,1,1,0,725
656,0,1,0,0,1800
657,0,1,0,0,3444
658,0,1,1,0,1180
659,0,1,0,0,2471
660,1,0,0,0,963
661,0,1,1,1,2765
662,0,1,0,0,2391
663,0,1,0,0,3244
664,0,1,0,0,2212
665,0,1,0,0,3454
666,1,0,0,0,2757
667,0,1,0,0,1170
668,0,1,0,0,3458
669,0,1,0,0,4419
670,0,1,0,0,2370
671,0,1,1,0,594
672,0,1,0,0,1132
673,0,1,0,0,2721
674,0,1,0,0,2365
675,0,1,0,0,1998
676,0,1,0,0,2805
677,0,0,0,0,2210
678,0,0,1,0,526
679,0,1,0,0,2265
680,0,1,1,0,3466
681,0,1,1,0,1224
682,0,1,0,0,546
683,0,1,0,0,2552
684,0,1,1,0,1145
685,0,1,0,0,1838
686,0,1,0,0,885
687,0,1,0,0,1724
688,0,1,0,0,4596
689,0,1,1,0,593
690,0,1,1,0,1874
691,0,1,0,0,2356
692,0,1,1,0,591
693,0,1,0,0,2436
694,0,1,0,0,2168
695,0,1,1,0,3473
696,0,1,1,0,594
697,0,1,1,0,591
698,0,1,0,0,2354
699,0,1,1,0,1327
700,0,1,0,0,2194
701,0,1,1,0,594
702,0,1,1,0,596
703,0,1,0,0,2884
704,0,0,0,0,3623
705,0,1,1,0,2284
706,0,1,1,0,593
707,0,1,1,0,901
708,0,1,0,0,1919
709,0,0,0,0,1616
710,0,1,0,0,3142
711,1,1,1,0,2014
712,0,1,1,0,593
713,0,0,0,0,123
714,0,1,0,0,2710
715,0,1,0,0,2448
716,0,1,1,0,2198
717,0,1,1,0,1748
718,0,0,0,0,2825
719,0,1,0,0,5311
720,0,1,1,0,5746
721,0,0,1,0,2250
722,0,0,0,0,860
723,0,1,0,0,4020
724,1,0,0,0,3755
725,0,1,0,0,1035
726,0,1,0,0,4413
727,0,1,0,0,2185
728,0,1,1,0,2579
729,0,0,0,0,1339
730,0,1,0,0,2175
731,0,1,0,0,2881
732,0,1,0,0,1867
733,1,1,1,0,1327
734,0,0,0,0,627
735,0,1,0,0,2275
736,0,1,0,0,3244
737,0,1,0,0,2775
738,0,1,0,0,963
739,0,1,1,0,592
740,0,1,1,1,4231
741,0,1,1,0,2879
742,0,1,1,0,600
743,0,1,0,0,2124
744,0,0,1,0,701
745,0,1,0,0,2212
746,0,1,0,0,2589
747,0,1,1,0,594
748,0,1,1,0,1156
749,0,1,0,0,3709
750,0,1,0,0,2536
751,0,1,0,0,1117
752,0,1,1,0,1900
753,0,1,0,0,1905
754,0,1,0,0,3380
755,0,1,1,0,592
756,0,1,0,0,3383
757,0,1,1,0,2530
758,0,1,1,0,4307
759,0,1,1,0,2093
760,0,1,0,0,3834
761,0,1,1,0,1876
762,0,1,1,0,1547
763,0,0,0,0,2404
764,0,1,1,0,2458
765,0,0,0,0,1647
766,0,1,1,0,1192
767,0,0,1,0,1097
768,0,1,1,0,2614
769,0,0,0,0,1085
770,0,1,1,0,2677
771,0,1,0,0,1241
772,0,1,1,0,1243
773,0,1,0,0,2724
774,0,1,0,0,2638
775,0,1,0,0,1390
776,0,1,1,0,2934
777,0,0,0,0,810
778,0,1,0,0,834
779,0,1,1,0,2799
780,0,1,1,0,3089
781,0,1,1,0,1915
782,0,1,1,0,2021
783,0,1,0,0,2278
784,0,1,0,0,2880
785,0,1,0,0,2399
786,0,1,1,0,1540
787,0,1,1,0,3443
788,0,0,0,0,978
789,0,0,0,0,491
790,0,0,1,0,342
791,0,1,0,0,3095
792,0,1,1,0,2837
793,0,1,0,0,4112
794,0,0,0,0,1238
795,0,1,0,0,2636
796,0,0,0,0,334
797,0,0,0,0,793
798,1,1,0,0,1654
799,0,1,0,0,677
800,0,1,1,0,1209
801,0,1,0,0,3725
802,0,1,0,0,799
803,0,1,1,0,596
804,0,1,0,0,1136
805,0,1,0,0,3396
806,0,0,0,0,2949
807,0,1,1,0,2948
808,0,0,0,0,2377
809,0,1,1,0,598
810,0,1,0,0,258
811,0,1,1,0,593
812,0,1,1,1,2399
813,0,1,0,0,611
814,0,1,1,1,2723
815,0,1,0,0,707
816,0,1,0,1,5136
817,0,1,0,0,577
818,0,1,1,0,2569
819,0,1,0,0,4021
820,0,0,1,0,3355
821,0,1,0,0,1601
822,0,1,0,0,578
823,0,0,1,0,828
824,0,1,0,0,583
825,0,1,1,1,2763
826,0,1,0,0,3466
827,0,1,1,0,1635
828,0,1,0,0,615
829,0,1,0,0,810
830,0,1,0,0,2402
831,0,0,0,0,4266
832,0,1,0,0,2029
833,0,1,0,0,1786
834,1,1,0,0,662
835,0,1,1,0,2559
836,0,1,0,0,573
837,0,1,0,0,571
838,0,1,1,0,3431
839,0,1,0,0,2528
840,0,1,1,0,2735
841,1,1,1,0,1365
842,0,1,0,0,1867
843,0,1,1,1,2202
844,0,1,1,0,3671
845,0,1,1,1,1454
846,0,1,1,0,1581
847,0,1,1,0,2721
848,0,0,1,0,1095
849,0,1,1,0,2455
850,0,0,1,0,1093
851,0,1,0,0,1963
852,0,0,1,0,324
853,0,1,1,0,2417
854,0,0,1,0,289
855,0,0,1,0,1692
856,0,1,1,0,2113
857,0,1,1,0,2534
858,0,1,1,0,1979
859,0,1,0,1,2525
860,0,0,1,0,1642
861,0,1,1,0,1663
862,0,0,0,0,765
863,0,0,0,0,1481
864,0,1,1,0,1959
865,0,0,0,0,367
866,0,0,1,0,409
867,0,1,1,0,2080
868,0,1,1,0,1619
869,0,1,1,0,472
870,0,1,1,0,2126
871,0,1,0,0,2165
872,0,0,0,0,831
873,0,1,0,0,764
874,0,1,0,0,2549
875,0,1,1,0,2601
876,0,0,1,0,1182
877,0,1,1,0,1221
878,0,1,0,0,1664
879,0,1,1,0,992
880,0,1,0,0,1671
881,0,1,1,0,741
882,0,0,0,0,3130
883,0,1,1,0,1229
884,0,1,1,0,2361
885,0,1,1,0,1292
886,0,1,1,0,1594
887,0,1,1,0,1597
888,0,1,1,0,1393
889,1,1,1,0,1659
890,1,1,0,0,1557
891,0,0,0,0,3128
892,0,1,0,0,3234
893,0,0,1,0,2596
894,0,1,0,0,2159
895,0,0,0,0,622
896,0,1,1,0,2304
897,0,0,0,0,3408
898,0,1,1,0,2010
899,0,1,1,0,4339
900,0,0,0,0,1185
901,0,1,1,0,7378
902,0,1,1,0,1623
903,0,0,0,0,516
904,0,0,1,0,3173
905,0,1,1,0,1849
906,0,1,1,0,1911
907,1,1,1,0,3013
908,0,1,1,0,3466
909,0,0,0,0,201
910,0,1,1,0,1268
911,0,1,1,0,1549
912,0,1,0,0,1538
913,0,0,0,0,2151
914,0,1,0,0,1555
915,0,1,1,0,2954
916,0,1,1,0,1303
917,0,1,1,0,2648
918,0,1,0,0,2238
919,0,1,1,0,2388
920,0,1,1,0,3777
921,0,1,1,0,3591
922,0,0,0,0,948
923,0,1,0,0,1151
924,0,1,1,0,2975
925,0,1,1,0,2917
926,0,1,1,0,1643
927,0,1,1,0,4028
928,1,0,1,0,2300
929,0,1,1,0,1967
930,0,1,1,0,2086
931,0,1,1,0,3435
932,0,1,1,0,1508
933,0,1,1,0,1717
934,0,1,1,0,570
935,0,1,1,0,731
936,0,1,1,0,2301
937,0,1,1,1,3191
938,0,1,1,0,2077
939,0,1,0,0,2780
940,1,1,0,0,721
941,0,1,1,0,1744
942,0,1,1,0,1642
943,0,1,0,0,3260
944,0,0,1,0,1628
945,0,0,1,0,1763
946,0,1,1,0,2972
947,0,1,0,0,571
948,0,1,1,0,2107
949,0,1,1,0,1754
950,0,1,1,0,1303
951,0,1,0,0,2139
952,0,1,1,0,2259
953,0,0,0,0,594
954,0,0,0,0,3026
955,0,1,1,0,2291
956,0,0,1,0,1055
957,0,1,0,0,650
958,0,1,0,0,968
959,0,0,1,0,1882
960,0,1,0,0,1111
961,1,0,0,0,808
962,0,0,0,0,883
963,0,1,1,0,1081
964,0,1,1,0,1786
965,0,1,1,0,592
966,1,0,1,0,1343
967,0,0,1,0,876
968,0,0,1,0,1791
969,1,0,0,0,2535
970,0,0,1,0,2825
971,0,1,1,0,2532
972,0,1,1,0,1564
973,0,1,1,0,2041
974,0,1,1,0,1811
975,0,0,0,0,2244
976,0,0,0,0,2484
977,0,0,0,0,2038
978,0,1,1,0,1698
979,0,1,1,0,1452
980,0,0,1,0,2706
981,0,1,1,0,582
982,0,1,1,0,2366
983,0,1,1,0,1214
984,1,1,1,0,1689
985,0,1,1,0,1565
986,0,1,1,0,1055
987,0,1,1,0,2940
988,0,0,1,0,1737
989,0,1,1,0,2728
990,0,1,1,0,2532
991,0,1,1,0,1716
992,0,0,1,0,2391
993,0,1,0,0,1362
994,0,0,0,0,554
995,0,1,1,0,3327
996,0,1,1,0,3342
997,0,1,0,1,1621
998,0,0,1,0,442
999,0,1,1,0,2497
1000,0,1,1,0,2035
1001,0,1,0,0,656
1002,0,1,1,0,1922
1003,0,1,1,0,1963
1004,0,0,0,0,2637
1005,0,1,1,0,2289
1006,0,1,0,0,3461
1007,0,1,1,0,557
1008,0,1,1,0,2020
1009,0,1,0,0,1780
1010,0,1,1,0,958
1011,0,1,1,0,4243
1012,0,1,1,0,1114
1013,0,0,0,0,393
1014,0,1,1,0,2241
1015,0,1,0,0,6015
1016,0,1,1,0,3474
1017,0,1,1,0,1880
1018,0,1,1,0,2515
1020,0,1,1,0,1856
1021,0,1,0,0,2435
1022,0,1,0,0,2075
1023,0,1,0,0,933
1024,0,1,1,0,2088
1025,0,1,1,0,4324
1026,0,1,1,0,1505
1027,0,0,1,0,280
1028,0,1,1,0,1979
1029,0,1,1,0,686
1030,0,1,1,0,3056
1031,0,1,0,0,6201
1032,0,0,1,0,2288
1033,0,0,0,0,255
1034,0,1,1,0,2492
1035,0,1,1,0,1693
1036,0,0,1,0,3578
1037,0,1,1,0,1000
1038,0,1,1,0,2714
1039,0,1,0,0,2414
1040,0,1,0,0,4169
1041,0,0,0,0,3322
1042,0,1,1,0,2304
1043,0,1,1,0,2690
1044,0,1,1,0,3073
1045,0,1,0,0,867
1046,0,1,1,0,1952
1047,0,1,1,0,2035
1048,0,0,1,0,2754
1049,0,0,1,0,645
1050,0,1,1,0,2085
1051,0,1,1,0,2296
1052,0,0,1,0,706
1053,1,1,0,0,2105
1054,0,1,1,0,2205
1055,0,1,0,0,2435
1056,0,0,0,0,4985
1057,0,1,1,0,1389
1058,0,1,0,0,3776
1059,0,0,0,0,290
1060,0,1,1,0,1726
1061,0,1,0,0,2546
1062,0,1,1,0,1795
1063,0,1,1,0,3647
1064,0,1,0,0,1064
1065,0,1,0,0,712
1066,0,1,1,0,897
1067,0,0,1,0,1004
1068,1,0,0,0,2182
1069,0,1,0,0,2230
1070,0,1,0,0,2079
1071,0,1,0,0,716
1072,0,1,1,0,1209
1073,0,1,0,0,2638
1074,0,1,1,0,1370
1075,0,1,0,0,2564
1076,0,1,1,0,1357
1077,0,1,1,0,3081
1078,0,1,1,0,2174
1079,0,0,0,0,1574
1080,0,1,0,0,3182
1081,0,0,0,0,2265
1082,0,1,1,0,2129
1083,0,1,0,0,2742
1084,0,1,0,0,719
1085,0,1,0,0,2436
1086,1,1,0,0,2808
1087,0,1,0,0,2910
